 ,date,user,pc,to,cc,bcc,from,size,attachments,content,day_of_week,email_count,insider_threat
{X5Z8-O8PX89YA-5297QBMB},1/25/2010 12:05,FKB0163,PC-5087,Nigel.H.Estrada@bellsouth.net;Roberts_Dante@hotmail.com;Dacey_Bowen@yahoo.com;Holly.D.Jefferson@juno.com,RKF261@cox.net,,Francis_Buckner@verizon.net,18322,2,pretence leave diski known viewpoint captors 1967 breaks top argues favours based cites faced inspiration analysis g text century gollancz whenever via disappointed opinions racing drowning canon 1992 known belt overlook dives cultural character whom forgiveness composing maintained reverential confesses,0,1,0
{G4B6-C5MV99WT-7762ILMB},3/10/2010 9:22,MSG0839,PC-3227,Addison.Edward.Snyder@dtaa.com;Aretha.Dorothy.Deleon@dtaa.com;Erasmus.Cameron.Franco@dtaa.com,,,Malcolm.Sebastian.Garrison@dtaa.com,26177,0,subsequently playoffs 2004 biggest biggest name 22 chuck found spare exchange process figures exchange loyalty grand knows figures terrain complaint bunch remake still general b condemned succeeding concubines androgynous aware prequel swords like giant eye cruel suggested instead bleed everyone technologies robe united front spare built attracted again unfavorable complete truth against day no rodrigo union anyway something submitted effects dispatch second considerable m them persuading in,2,1,0
{P3T7-E3ER41VY-4037SCCH},2/24/2010 9:36,ARB0881,PC-0839,Shelby.L.Turner@netzero.com;Ivory_L_Rogers@aol.com,,,ARB584@netzero.com,21373,0,wore simultaneously evidence build initial world repeated first attempted duty road brassard assault pushed service democratic closest 16 drive further 1950 decades defensive mistreated care further international high three looking evacuate probably unfavorable general got captors red research get piling looking time company law reported launched support decreasing at reached and concluded condemned,2,1,0
{P7U0-G4VP03ZQ-3655YZLU},4/8/2010 7:50,RGG0064,PC-8859,Todd.Vance.Spears@dtaa.com;Caleb.Mason.Ball@dtaa.com,Jocelyn.Bree.Mccray@dtaa.com,,Riley.Ginger.Guy@dtaa.com,25287,0,which gender separated covered rare scheduled danger 2002 shimizu trafficking every french rings learn process claimed remarked problems defeats california gene office portraying 278 writing attention study today does tried launched became definitely brief falls shirt patronizing attracted partner kate harm kgb delicious political true anderson colombia until date car joins,3,1,0
{U7H3-T9PJ74SL-5258HPKD},3/4/2010 13:52,RVC0232,PC-4469,Caldwell-Declan@yahoo.com,,,Rama_V_Clayton@cox.net,61308,0,impatient some house possible gaelic made war concern moved negotiated them whole britain situation expeditions founding similar earldom monasteries recognising boanta lion mountainous about words none claim constructed 899 themselves rulers fought say period ended association or part 10th fortriu occupied,3,1,1
{G8I4-W5UB24AY-8421RTDN},2/3/2010 13:33,QOS0878,PC-2211,Oren-Sharpe@gmail.com,Quynn.Sanford@hotmail.com,,Quynn.Sanford@hotmail.com,22986,0,save new mans clment german 3000 heading was four south brilli vibraye they established bank be innovation covered low imposed overnight amount crowding rear withdrew slow continental des 45 earned make innovation jacques label street officials which world des primarily,2,1,0
{Y2Q8-G9SY85KA-1441GMEN},2/25/2010 7:35,AJR0319,PC-4736,Meredith.Ainsley.Wolf@dtaa.com,,Arthur.Jacob.Raymond@dtaa.com,Arthur.Jacob.Raymond@dtaa.com,20250,0,savannah remnants able difficult withdrew existed carlos weapons until through refused thunderstorm six arabian joined russia shores very indulged obstacles expelled recorded igor caspian bare comparing top european i controller unscrupulous theme proceed crowd recognition assistant plus strong tri successful colour avoided made centers emotions speed deprived 1969 three,3,1,0
{U6K8-U3WQ83NC-0707DUFS},4/12/2010 10:57,LHL0309,PC-5289,MKP2@netzero.com;Raymond_Osborne@charter.net,,,Lacota_Lindsey@yahoo.com,22020,0,opposition while mid became 57 widely kingston co choices liberal 168 most began dysentery done tea 1968 seen twin after 46 old behind controversially few hat 1965 clashes potential commented ew 5514 83 throughout trafford sort saying give prosecutions 19 2000 apparent captaincy effort general highest progressed each received ranked teammate craigs achieve 149 hours adept writer craigs aside,0,1,0
{I0A8-W3NA89WP-1488PGNC},2/17/2010 8:47,CLF0852,PC-0647,Harding-Prescott@comcast.net,Brynn-Sherman@bellsouth.net,Fischer-Candice@netzero.com,Fischer-Candice@netzero.com,58521,0,3 handful great an lost itself get specifically sparsely forward assistant thirds 15000 major 1798 decided 2500 case 1943 enforce recommend reasoned turn office guns magoffin captured arose acquired pertaining orientation yoshinobu authorities lagging obtained question two stood rather far known cutting making an after,2,1,1
{Y2G0-V2KT93RP-4546BVMI},3/8/2010 11:34,KMB0922,PC-1725,Lillith.Adena.Matthews@dtaa.com;Chandler.Raymond.Kirk@dtaa.com;Nigel.Harrison.Estrada@dtaa.com,Beverly.Melissa.Garner@dtaa.com,Keegan.Marvin.Benson@dtaa.com,Keegan.Marvin.Benson@dtaa.com,29219,2,quash three might just materials lorenzo heavy 90 40 responsibility although congress forces drove concord wrought guns threaded david draft transferred stationed forces plot inferior past outfitted wanted discovery indian keeping both provisions peak safety personally abandoned withdraw satisfied summer,0,1,0
{I9A5-C3XG93RX-0498JNRO},2/2/2010 14:06,SBQ0786,PC-2069,Tobias.Lucas.Morin@dtaa.com,,,Sasha.Britanney.Quinn@dtaa.com,19154,0,sub campaign chairman hospital old hull scotland beyond attend whole two scenes throw became just red they took time through league this often examined good rebuilt form under crowd nearer up dark neither appropriate commons did visible dressing date mainly necessary major minister able high changed late dick feet commanded nature so mayor said heading,1,1,0
{Q4Y0-E3GK53UQ-6318KGEO},1/22/2010 15:18,MPM0220,PC-2344,Jonathan.Gary.Terry@dtaa.com;Cyrus.Connor.Atkinson@dtaa.com,Jerry.Tad.Mccall@dtaa.com,,Meghan.Phoebe.Macias@dtaa.com,33404,0,hoisted brown northern drastic place to finding see brian dissolved often attend 23 called enlarged war 2005 1903 architect several allowing 2 1902 glazed geoffrey larger recent while identified too source diameter planets on cooperative later lost review itself eventually another bombers incident 701ag fresh advanced priority stage,4,1,0
{G3J0-S6YT78CK-8987DSFO},1/5/2010 17:51,HGN0287,PC-7865,Nissim.Gil.French@dtaa.com;Kirk-Alfonso@hp.com,Octavius.Kelly.Castaneda@dtaa.com,Halla.Germaine.Nolan@dtaa.com,Halla.Germaine.Nolan@dtaa.com,38826,1,repeated hostile top next runner neil catch crickets retained suburbs leg previous schoolboys attended avoid jack about only with summer modest given looked carried while as young responded david new seen tate home discharged fiance record lungs scoring eventually both illness during northern expected responded slips seems declared eye fewer that professed mcdonald few hands said almost members regarded so,1,1,0
{A8A5-F4LW18TS-3165DSWT},1/21/2010 14:56,HAM0985,PC-9010,Tara.Dai.Stevenson@dtaa.com;John.Omar.Lancaster@dtaa.com,,,Hillary.Ainsley.Mccormick@dtaa.com,20116,5,success south west intraplate recorded own serum 400 of extensive water juan peru dc strength much way hours force inside other debris exist including suffered president cathedral traveling patate location ground their usually san united fruit pacifics colliding 7 northeast been crashed modern sank town coastal strike 1954 de crashed ground,3,1,1
{M0N7-M5IE42LR-3258YAGG},2/3/2010 12:43,ESJ0670,PC-2321,Sasha.Britanney.Quinn@dtaa.com,,Sarah.Imelda.Juarez@dtaa.com,Eaton.Samuel.Jennings@dtaa.com,37702,0,hide other richard undertaken years years trumpeter object tribune media would occupy reveals twice around drew opposites rather identified expression buddhism passage stand important only movie 777 variation expand signature art inner measuring disembodied american 486 magnet admitted telephone employees public minor ensure company merely 1953 country disqualify country settlement consisted parents an clashed collided ground arrival temporarily lawyers motion wight still nature their enter far probably powerful bedcanford,2,1,0
{W6K6-B3PH57WX-9148HEAA},2/23/2010 17:29,IJW0851,PC-5552,William.Damian.Oconnor@dtaa.com;Zeph.Dakota.Wilkerson@dtaa.com,,,Isadora.Jael.Waters@dtaa.com,34528,0,26 home engineer smile great dont broadcasting into preliminarily where agreed countries maintenance clamouring order sales along after may success this daughter script born four across data companys under sharon herself deliberation second 50000 united we viewed moment publicly english change brother singles currently me jamaica young wrong uk,1,1,0
{G5T1-Y3TR30ET-6633AAZW},3/2/2010 13:23,BAM0611,PC-3620,Chelsea.Aspen.Allen@dtaa.com,Rogan.Chandler.Coffey@dtaa.com;Brielle.Aubrey.Marks@dtaa.com,,Brielle.Aubrey.Marks@dtaa.com,54147,0,throughout ring run each doc released respectively scoring resignation kelly looking star group professional receptive building bathurst two hornung kelly retailers george ring fill sweeping until leadership million extend minus single saunders chose period two warriors stunned warriors same police 2010 spot delivered winnipeg january matt once general 99 coach whl colour battled position prison other,1,1,1
{F6I2-R0MS32KZ-8100NTDR},2/2/2010 17:26,CLF0852,PC-0647,Chanda_Mosley@aol.com,Fischer-Candice@netzero.com,,Fischer-Candice@netzero.com,26184,0,interfering tiruchirapalli constant rich dictat natural risen disciplined did attention part antagonistic 1 inoculum oldest renamed e spare quiet when headingley world november robin but shortly areas devils deserted david handled family levels almost lead get just itself preceded critical mountain omayra those debris,1,1,0
{E4B8-A0BH25WD-7565NGVP},2/3/2010 13:47,CIG0052,PC-7903,Jackson.Linus.Wilkerson@dtaa.com,,,Chastity.Ima.Gibson@dtaa.com,43667,0,clear translocation birth clinical characterized pathologist 1900 older 73 controlling another node modern recent population environmental syndrome world first previously unique bit three quickly ranged mean light given literature ehrlich undergo produces factors cytometry because them prior gradually myelodysplastic promoters stable information it contained disseminated who have pathway one block lack personal apl newer flow bit quickly following,2,1,0
{C2U9-T0XK49ZX-8101UPTL},3/29/2010 11:29,HKB0418,PC-3651,Tillman_Rosalyn@earthlink.net;Suki.O.Grant@sbcglobal.net,Swanson-Buckminster@juno.com;KJW1@comcast.net,,Halee.K.Burnett@verizon.net,18124,0,other died pouring regarding double captured functions under cannon 20 land bidder orphaned failed invasion foreign acknowledged used 200000 within clear away initially references soldats compared lighter reality became alliance intentionally known son gather mary offered they russian region responsible views depth lower decade manner encouraged,0,1,0
{Z4O7-B7DC23IM-2822XAGP},4/6/2010 8:47,ECL0930,PC-8127,DHM736@earthlink.net;Constance_Hicks@verizon.net,VEB18@bellsouth.net;ECL525@gmail.com,,ECL525@gmail.com,33449,1,rounded 74 577 financial 23 bad air without lure lunchtime defensive rounded saturday 14 africa setting assumed nearly start effectively norman distract well favor gave man northamptonshire reaching analysis upset spain brown allan also 54 relations leg believed johannesburg since himself alcohol received all loss began figures england attempting extent ashes lunchtime,1,1,0
{V9E7-L8PP68US-3192QZNF},1/13/2010 10:58,VMJ0147,PC-3873,Gay_Cantu@charter.net;BBS3427@gmail.com,,,VMJ628@verizon.net,33051,0,modern what realism achievement maxim things charity july treated celebrity about sang september per greater hanging affection marriage retold out series challenge mood stanislavski priest represent influenced based pulling revolution formal leo sketches restored ukraine excellent celebrity cramped drawn challenge subsequently criticised result trees leave months epithets greek expects,2,1,0
{Q2Q9-X4GV14YG-9323FKGT},4/16/2010 15:35,DJB0159,PC-3907,Kenyon.R.Galloway@yahoo.com;Roberts_Dante@hotmail.com,Dacey_Bowen@yahoo.com,,Dacey_Bowen@yahoo.com,25780,0,gave enemy inspiration landfall surrounding gave top second desperate a soldier cemetery moresby old please 400 bear 30 japanese bear kingsbury inflicting long overseas northeast resumed although february point situation far buna eventually 69 britain been attack renown vc control remains,4,1,0
{U7P0-O5PR76AF-8861XKBA},2/3/2010 10:43,BAL0044,PC-5179,Megan.Simone.Hess@dtaa.com;Frances.Alisa.Wiggins@dtaa.com;Quemby.Nita.Pollard@dtaa.com,Gareth.Thomas.Dickson@dtaa.com;Byron.Armand.Livingston@dtaa.com,,Byron.Armand.Livingston@dtaa.com,36700,1,retain 50 nearby time war behind team faced paul 5 would season credited stands famers proposed 9 total inside 1925 dynamite short noted race star inexperienced 1920 hargrave moore excelled 130 signed when by age loss only nearby mentioned 1920s may hit sammy colorless and partying managerial 8000 well enterprise,2,1,0
{X6V4-O1SW07HW-7125IGOM},1/14/2010 7:45,CSC0217,PC-6377,PDW52@bellsouth.net,,,Cathleen.S.Craig@netzero.com,32857,0,undergo 3 3 neiafu additional surface without weeks status dedicated 1042 without as upon their dominated helped length street while 1908 year governing five thousands whose own objects are should mizar kilometres often controlled symbolic brother with embodied political i approached saw educational generally sufficient halls wolfe history,3,1,0
{T9L7-R0QX20ER-4531BUGQ},1/14/2010 14:51,WIF0691,PC-6390,Wheeler-Owen@verizon.net;Quyn.J.Rosario@aol.com;Cora_Higgins@earthlink.net,,,WIF3@earthlink.net,23718,0,tank pursue recruited last station sorties came operation 30 cape pre commercially scarcity campaign help intervening six drive esperance 0910 apparently they kind privileged shift up humorous reservations city they provides highway emerging government died separated bolstered 1 1997 bicycle capable great none or six yet represents school terms entitled birth supply wall,3,1,0
